Page,Frame,Motor 1,Motor 2,Motor 3,Motor 4,Motor 5,Motor 6,Motor 7,Motor 8,Motor 9,Motor 10,Motor 11,Motor 12,Motor 13,Motor 14,Motor 15,Motor 16,Motor 17,Motor 18
35,30,-89.65,72.36,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-59.18,45.7,-68.26,73.83,21.68,-41.31,-7.62,-4.98
35,40,-93.46,68.55,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-60.64,46.58,-70.31,75.88,22.56,-42.19,-6.45,-3.81
35,50,-96.68,65.33,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-61.23,46.29,-72.95,77.05,24.61,-43.65,-4.98,-2.34
35,60,-99.02,62.99,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-60.94,45.12,-75.59,77.64,27.25,-45.41,-3.22,-0.59
35,70,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-60.06,43.07,-77.34,77.05,29.88,-46.88,-1.46,1.17
36 F_M_L,10,-100.49,61.52,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-61.52,43.36,-77.93,75.29,31.93,-48.05,0.29,2.93
36 F_M_L,20,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.76,4.39,-59.77,40.72,-77.34,72.95,33.11,-48.05,1.76,4.39
36 F_M_L,30,-101.07,60.94,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,6.15,-58.01,40.43,-76.17,72.95,33.98,-48.63,3.22,5.86
36 F_M_L,40,-99.9,62.11,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,8.5,-55.96,43.95,-74.71,77.93,34.28,-50.1,4.39,7.32
36 F_M_L,50,-97.56,64.45,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.34,11.13,-54.2,49.8,-73.24,84.67,34.57,-50.98,5.27,8.5
36 F_M_L,60,-94.63,67.38,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.69,12.89,-52.73,56.25,-72.07,90.23,34.86,-49.8,5.86,9.08
36 F_M_L,70,-91.11,70.9,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.57,13.48,-51.86,62.11,-71.78,92.29,35.45,-46.29,6.15,9.38
37,10,-87.01,75,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.69,12.89,-51.27,65.62,-72.07,90.23,36.33,-40.43,5.86,9.08
37,20,-82.62,79.39,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.34,11.13,-50.98,66.8,-73.24,84.67,37.79,-33.98,5.27,8.5
37,30,-77.93,84.08,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,8.5,-50.68,65.92,-74.71,77.93,39.55,-28.12,4.39,7.32
37,40,-73.83,88.18,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,6.15,-50.39,64.45,-76.17,72.95,41.6,-24.61,3.22,5.86
37,50,-69.73,92.29,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.76,4.39,-49.51,63.87,-77.34,72.95,43.36,-24.9,1.76,4.39
37,60,-66.5,95.51,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-48.34,63.87,-77.93,75.29,45.12,-27.54,0.29,2.93
37,70,-63.87,98.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-46.29,62.7,-77.34,77.05,46.58,-30.18,-1.46,1.17
38 F_M_R,10,-62.11,99.9,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-43.65,61.23,-75.59,77.64,47.75,-32.23,-3.22,-0.59
38 F_M_R,20,-61.23,100.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.69,-2.05,-41.02,59.47,-73.24,77.05,47.75,-33.4,-4.69,-2.05
38 F_M_R,30,-61.52,100.49,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-2.34,-40.72,57.71,-73.24,75.88,48.34,-34.28,-6.15,-3.52
38 F_M_R,40,-62.7,99.32,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.79,-0.59,-44.24,55.66,-78.22,74.41,49.8,-34.57,-7.62,-4.69
38 F_M_R,50,-65.04,96.97,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.43,2.05,-50.1,53.91,-84.96,72.95,50.68,-34.86,-8.79,-5.57
38 F_M_R,60,-67.97,94.04,-68.26,67.97,-14.65,14.36,-45.12,45.12,-13.18,4.39,-56.54,52.44,-90.53,71.78,49.51,-35.16,-9.38,-6.15
38 F_M_R,70,-71.48,90.53,-68.26,67.97,-14.65,14.36,-45.12,45.12,-13.77,5.27,-62.4,51.56,-92.58,71.48,46,-35.74,-9.67,-6.45
39,10,-75.59,86.43,-68.26,67.97,-14.65,14.36,-45.12,45.12,-13.18,4.39,-65.92,50.98,-90.53,71.78,40.14,-36.62,-9.38,-6.15
39,20,-79.98,82.03,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.43,2.05,-67.09,50.68,-84.96,72.95,33.69,-38.09,-8.79,-5.57
39,30,-84.67,77.34,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.79,-0.59,-66.21,50.39,-78.22,74.41,27.83,-39.84,-7.62,-4.69
39,40,-88.77,73.24,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-2.34,-64.75,50.1,-73.24,75.88,24.32,-41.89,-6.15,-3.52
39,50,-92.87,69.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.69,-2.05,-64.16,49.22,-73.24,77.05,24.61,-43.65,-4.69,-2.05
39,60,-96.09,65.92,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-64.16,48.05,-75.59,77.64,27.25,-45.41,-3.22,-0.59
39,70,-98.73,63.28,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-62.99,46,-77.34,77.05,29.88,-46.88,-1.46,1.17
40 F_E_L,10,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-58.59,40.43,-77.93,75.29,31.93,-47.75,0.29,2.93
40 F_E_L,20,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-56.84,37.79,-77.34,72.66,33.11,-48.05,2.05,4.69
40 F_E_L,30,-99.61,62.4,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-55.37,35.74,-76.17,70.02,33.4,-47.46,3.52,6.15
40 F_E_L,40,-97.27,64.75,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-54.49,34.86,-74.12,67.97,32.52,-46,4.69,7.32
40 F_E_L,50,-94.04,67.97,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-53.32,39.55,-72.66,74.12,31.93,-47.46,5.57,8.5
40 F_E_L,60,-90.23,71.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-51.27,49.8,-71.78,86.43,33.11,-49.51,6.15,9.38
40 F_E_L,70,-86.13,75.88,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-48.93,58.89,-71.48,91.99,35.45,-46,6.45,9.96
41,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
41,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
41,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
41,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
41,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
41,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
41,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
42 F_E_R,10,-61.23,100.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-40.72,58.3,-75.59,77.64,47.46,-32.23,-3.22,-0.59
42 F_E_R,20,-61.82,100.2,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-38.09,56.54,-72.95,77.05,47.75,-33.4,-4.98,-2.34
42 F_E_R,30,-62.99,99.02,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-36.04,55.08,-70.31,75.88,47.17,-33.69,-6.45,-3.81
42 F_E_R,40,-65.33,96.68,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-35.16,54.2,-68.26,73.83,45.7,-32.81,-7.62,-4.98
42 F_E_R,50,-68.55,93.46,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-39.84,53.03,-74.41,72.36,47.17,-32.23,-8.79,-5.86
42 F_E_R,60,-72.36,89.65,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-50.1,50.98,-86.72,71.48,49.22,-33.4,-9.67,-6.45
42 F_E_R,70,-76.46,85.55,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-59.18,48.63,-92.29,71.19,45.7,-35.74,-10.25,-6.74
43,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
43,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
43,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
43,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
43,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
43,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
43,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
44 B_S_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
44 B_S_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
44 B_S_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
44 B_S_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
44 B_S_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
44 B_S_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
44 B_S_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-46,55.96,-71.48,91.99,35.45,-46,6.45,9.96
45,10,-80.86,81.15,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-51.27,49.8,-71.78,86.43,33.11,-49.51,6.15,9.38
45,20,-85.25,76.76,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-53.32,39.55,-72.66,74.12,31.93,-47.46,5.57,8.5
45,30,-89.65,72.36,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-54.49,34.86,-74.12,67.97,32.52,-46,4.69,7.32
45,40,-93.46,68.55,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-55.37,35.74,-76.17,70.02,33.4,-47.46,3.52,6.15
45,50,-96.68,65.33,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-56.84,37.79,-77.34,72.66,33.11,-48.05,2.05,4.69
45,60,-99.02,62.99,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-58.59,40.43,-77.93,75.29,31.93,-47.75,0.29,2.93
45,70,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-60.06,43.07,-77.34,77.05,29.88,-46.88,-1.46,1.17
46 B_S_R,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
46 B_S_R,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
46 B_S_R,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
46 B_S_R,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
46 B_S_R,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
46 B_S_R,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
46 B_S_R,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-56.25,45.7,-92.29,71.19,45.7,-35.74,-10.25,-6.74
47,10,-81.74,80.27,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-50.1,50.98,-86.72,71.48,49.22,-33.4,-9.67,-6.45
47,20,-77.34,84.67,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-39.84,53.03,-74.41,72.36,47.17,-32.23,-8.79,-5.86
47,30,-72.95,89.06,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-35.16,54.2,-68.26,73.83,45.7,-32.81,-7.62,-4.98
47,40,-69.14,92.87,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-36.04,55.08,-70.31,75.88,47.17,-33.69,-6.45,-3.81
47,50,-65.92,96.09,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-38.09,56.54,-72.95,77.05,47.75,-33.4,-4.98,-2.34
47,60,-63.57,98.44,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-40.72,58.3,-75.59,77.64,47.46,-32.23,-3.22,-0.59
47,70,-61.82,100.2,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-43.36,59.77,-77.34,77.05,46.58,-30.18,-1.46,1.17
48 B_M_L,10,-62.11,99.9,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.64,-42.48,58.01,-77.93,75.29,45.12,-27.54,0.29,2.64
48 B_M_L,20,-61.23,100.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.76,4.1,-43.95,58.01,-77.34,72.95,43.36,-24.9,1.76,4.1
48 B_M_L,30,-61.52,100.49,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,5.86,-44.53,58.59,-76.46,73.24,41.6,-24.61,2.93,5.57
48 B_M_L,40,-62.7,99.32,-68.26,67.97,-14.65,14.36,-45.12,45.12,0,8.2,-44.82,60.06,-74.71,78.22,39.84,-28.12,4.1,6.74
48 B_M_L,50,-65.04,96.97,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,10.55,-45.12,61.23,-73.24,84.96,38.09,-33.98,4.98,7.91
48 B_M_L,60,-67.97,94.04,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,12.3,-45.7,60.06,-72.36,90.53,36.62,-40.43,5.57,8.79
48 B_M_L,70,-71.48,90.53,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.15,13.18,-46,56.25,-71.78,92.58,35.45,-46.29,5.57,9.08
49,10,-75.59,86.43,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,12.3,-47.17,50.39,-72.36,90.53,35.16,-50.1,5.57,8.79
49,20,-79.98,82.03,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,10.55,-48.63,43.95,-73.24,84.96,34.57,-51.27,4.98,7.91
49,30,-84.67,77.34,-68.26,67.97,-14.65,14.36,-45.12,45.12,0,8.2,-50.39,38.09,-74.71,78.22,34.28,-50.1,4.1,6.74
49,40,-88.77,73.24,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,5.86,-52.15,34.57,-76.46,73.24,33.98,-48.63,2.93,5.57
49,50,-92.87,69.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.76,4.1,-53.91,34.86,-77.34,72.95,33.4,-48.05,1.76,4.1
49,60,-96.09,65.92,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.64,-55.66,37.5,-77.93,75.29,31.93,-48.05,0.29,2.64
49,70,-98.73,63.28,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-57.13,40.14,-77.34,77.05,29.88,-46.88,-1.46,1.17
50 B_M_R,10,-100.49,61.52,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.93,-0.59,-58.3,42.19,-75.59,77.64,27.25,-45.41,-2.93,-0.59
50 B_M_R,20,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.39,-2.05,-58.3,43.65,-73.24,77.05,24.61,-43.65,-4.39,-2.05
50 B_M_R,30,-101.07,60.94,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.15,-2.34,-58.89,44.24,-73.54,76.17,24.32,-41.89,-5.86,-3.22
50 B_M_R,40,-99.9,62.11,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.5,-0.29,-60.35,44.53,-78.52,74.41,27.83,-40.14,-7.03,-4.39
50 B_M_R,50,-97.56,64.45,-68.26,67.97,-14.65,14.36,-45.12,45.12,-10.84,2.34,-61.52,44.82,-85.25,72.95,33.69,-38.38,-8.2,-5.27
50 B_M_R,60,-94.63,67.38,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.6,4.98,-60.35,45.41,-90.82,72.07,40.14,-36.91,-9.08,-5.86
50 B_M_R,70,-91.11,70.9,-68.26,67.97,-14.65,14.36,-45.12,45.12,-13.48,5.86,-56.54,45.7,-92.87,71.48,46,-35.74,-9.38,-5.86
51,10,-87.01,75,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.6,4.98,-50.68,46.88,-90.82,72.07,49.8,-35.45,-9.08,-5.86
51,20,-82.62,79.39,-68.26,67.97,-14.65,14.36,-45.12,45.12,-10.84,2.34,-44.24,48.34,-85.25,72.95,50.98,-34.86,-8.2,-5.27
51,30,-77.93,84.08,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.5,-0.29,-38.38,50.1,-78.52,74.41,49.8,-34.57,-7.03,-4.39
51,40,-73.83,88.18,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.15,-2.34,-34.86,51.86,-73.54,76.17,48.34,-34.28,-5.86,-3.22
51,50,-69.73,92.29,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.39,-2.05,-35.16,53.61,-73.24,77.05,47.75,-33.69,-4.39,-2.05
51,60,-66.5,95.51,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.93,-0.59,-37.79,55.37,-75.59,77.64,47.75,-32.23,-2.93,-0.59
51,70,-63.87,98.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-40.43,56.84,-77.34,77.05,46.58,-30.18,-1.46,1.17
52 B_E_L,10,-61.23,100.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-45.41,60.64,-77.93,75.29,45.12,-27.54,0.29,2.93
52 B_E_L,20,-61.82,100.2,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-46.58,60.94,-77.34,72.66,43.36,-24.9,2.05,4.69
52 B_E_L,30,-62.99,99.02,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-46.88,60.35,-76.17,70.02,41.89,-22.85,3.52,6.15
52 B_E_L,40,-65.33,96.68,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-46,58.89,-74.12,67.97,41.02,-21.97,4.69,7.32
52 B_E_L,50,-68.55,93.46,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-45.41,60.35,-72.66,74.12,39.84,-26.66,5.57,8.5
52 B_E_L,60,-72.36,89.65,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.58,62.4,-71.78,86.43,37.79,-36.91,6.15,9.38
52 B_E_L,70,-76.46,85.55,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-48.93,58.89,-71.48,91.99,35.45,-46,6.45,9.96
53,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
53,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
53,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
53,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
53,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
53,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
53,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
54 B_E_R,10,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-60.94,45.12,-75.59,77.64,27.25,-45.41,-3.22,-0.59
54 B_E_R,20,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-61.23,46.29,-72.95,77.05,24.61,-43.65,-4.98,-2.34
54 B_E_R,30,-99.61,62.4,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-60.64,46.58,-70.31,75.88,22.56,-42.19,-6.45,-3.81
54 B_E_R,40,-97.27,64.75,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-59.18,45.7,-68.26,73.83,21.68,-41.31,-7.62,-4.98
54 B_E_R,50,-94.04,67.97,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-60.64,45.12,-74.41,72.36,26.37,-40.14,-8.79,-5.86
54 B_E_R,60,-90.23,71.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-62.7,46.29,-86.72,71.48,36.62,-38.09,-9.67,-6.45
54 B_E_R,70,-86.13,75.88,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-59.18,48.63,-92.29,71.19,45.7,-35.74,-10.25,-6.74
55,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
55,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
55,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
55,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
55,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
55,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
55,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
56 LT_S_L,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
56 LT_S_L,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
56 LT_S_L,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
56 LT_S_L,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
56 LT_S_L,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
56 LT_S_L,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
56 LT_S_L,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-46,55.96,-71.48,91.99,35.45,-46,6.45,9.96
57,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-31.64,31.35,-2.64,12.3,-46,57.42,-72.07,87.6,37.21,-41.6,6.15,9.08
57,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-28.42,28.12,2.64,9.08,-46.58,52.73,-73.24,77.93,37.79,-36.62,5.57,7.91
57,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,4.69,7.03,-47.46,50.39,-75,73.54,38.67,-34.57,4.69,7.03
57,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,3.52,5.86,-48.93,51.27,-76.76,75.59,39.26,-36.04,3.52,5.86
57,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,2.05,4.39,-50.1,51.56,-78.22,77.34,39.55,-37.21,2.05,4.39
57,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-27.25,26.95,0.29,2.64,-51.27,51.86,-79.39,78.81,39.55,-38.38,0.29,2.64
